ID,Name,Address,Category,Neighborhood,Rating,Reviews,Price,Score,Lat,Lng,Phone,YelpID
SHAW-001,Creative Grounds DC,"1822 North Capitol St Nw Washington Dc 20002, Washington, DC, DC, 20002",Coffee,Shaw,4.7,92,,85,38.91471,-77.00945,+12027302979,ceafVsi9pvBc2sp3Pc_S3g
COLH-004,Call Your Mother Deli - Park View,"3301 Georgia Ave NW, Washington, DC, DC, 20010",Coffee,Columbia Heights,4.2,609,$$,85,38.93138,-77.0233,+12024505307,0-OTVzmRIV1csYwQYuCa8g
COLH-005,Rue Cafe,"3906 14th St NW, Washington, DC, DC, 20011",Coffee,Columbia Heights,4.9,55,,85,38.93887,-77.03306,+12027410410,Dx8lMWIZP3a0MZKg6_PQ9g
HST-003,Solid State Books,"600 H St NE, Washington, DC, DC, 20002",Bar,H Street NE,4.7,80,$$,85,38.9003365874488,-76.99679710468791,+12028974201,i3455e8UeKr5GwEzYPJvIA
HST-004,Maketto,"1351 H Ne St, Washington, DC, DC, 20002",Cafe,H Street NE,4.2,1337,$$$,85,38.89990414059217,-76.98666519999999,+12028389972,xcmJSS6LAGWLWAsVK6LALA
CAPH-002,Peregrine Espresso,"660 Pennsylvania Ave SE, Washington, DC, DC, 20003",Coffee,Capitol Hill / Barracks Row,4.2,540,$$,85,38.88553632545,-76.996396911717,+12026294381,3RpL7kvcWoJi9wsI7muJrg
PENN-002,L'Ardente,"200 Massachusetts Ave NW, Washington, DC, DC, 20001",Wine Bar,Penn Quarter / Chinatown,4.5,1530,$$$,85,38.89891904977066,-77.01407410000002,+12024480450,no3EVuDJlxO52sPUOFPVTg
PENN-003,Dolcezza,"904 Palmer Aly Nw, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,4.2,617,$$,85,38.900264,-77.024192,+12027332879,a_rDOhA5ySU5xaf8MbY0JA
DUP-012,Swingers Crazy Golf,"1330 19th St NW, Washington, DC, DC, 20036",Bar,Dupont Circle,4.6,913,$$,84,38.90871482301441,-77.04405149120134,+12029681080,K_GCqAHAuIrv4egknfXPgA
DUP-013,City Place Cafe,"1101 17th St NW, Washington, DC, DC, 20036",Coffee,Dupont Circle,4.4,258,$,84,38.90406,-77.03813,+12024664665,pHYTx7hrufsr7pDD_-E5Og
DUP-014,Yerevan,"2204 18th St NW, Washington, DC, DC, 20009",Coffee,Dupont Circle,4.6,90,$,84,38.91904458045658,-77.04174314896505,+12025165924,Ldm1tzHlw--JRGASgNSNVw
LOG-003,Compass Coffee,"1535 7th St NW, Washington, DC, DC, 20001",Coffee,Logan Circle,4.2,444,$,84,38.9105988,-77.0215683,+12022517402,4Ry2kj5nVqAsxuFSQx-_GA
14TH-004,The Royal,"501 Florida Ave NW, Washington, DC, DC, 20001",Bar,14th Street Corridor,4.2,429,$$,84,38.9150428771973,-77.0185775756836,+12023327777,UKAagcQSoG8aH0JP8nHcOg
14TH-005,Little Hat Coffee,"2400 14th St NW, Washington, DC, DC, 20009",Coffee,14th Street Corridor,4.8,45,,84,38.92076,-77.03209,,f6SnScIxTjr5ggd32ZfL5A
ADAM-002,Yours Cafe,"2619 Connecticut Ave NW, Washington, DC, DC, 20008",Coffee,Adams Morgan,4.8,47,,84,38.92417,-77.0514,+12025164336,5nTHdGj-rjXNTf1P2nuETQ
PETW-003,Highlands,"4706 14th St NW, Washington, DC, DC, 20011",Coffee,Petworth,4.1,579,$$,84,38.94752,-77.03307,+12028296200,jcpw8JWWBPIvr7f6QvbJDg
PETW-004,Lulabelle's Sweet Shop,"847 Upshur St NW, Washington, DC, DC, 20011",Coffee,Petworth,4.6,71,$$,84,38.942126,-77.0247825,+12028045800,LD5e5PF3Ac2bHNvqgwfCoQ
HST-005,Ebenezers Coffeehouse,"201 F St NE, Washington, DC, DC, 20002",Coffee,H Street NE,4.1,603,$$,84,38.8971287119908,-77.0032858099355,+12025586900,MXevZNlkpEASkR3G5wDi_Q
PENN-004,Tatte Bakery and Cafe,"1090 I St NW, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,4.2,433,$$,84,38.9006499,-77.0267439,+12029847540,6AOuv4-W8gke8jjqro8eeQ
DUP-015,Colada Shop,"1405 T St NW, Washington, DC, DC, 20009",Bar,Dupont Circle,4.0,626,$$,83,38.91573591326277,-77.0323945288129,+12029314947,QrU-5UGZjTQIj420eNZsWw
DUP-016,Tatte Bakery & Cafe,"1301 Connecticut Ave NW, Washington, DC, DC, 20036",Coffee,Dupont Circle,4.1,459,$$,83,38.90761,-77.04192,+12026291534,s6YlBaSVQ0MIsS6bndRS9g
DUP-017,Emissary,"2032 P St NW, Washington, DC, DC, 20036",Coffee,Dupont Circle,4.0,561,$$,83,38.90951,-77.04638,+12026422603,UY9o8MliuSz79wYDZIatjg
LOG-004,Right Proper Brewing Company,"624 T St NW, Washington, DC, DC, 20001",Brewery,Logan Circle,4.0,785,$$,83,38.9153595,-77.021347,+12026072337,JRI2e5wMq4-HqVt4LRGmnQ
LOG-005,Cafe U,"1017 U St NW, Washington, DC, DC, 20001",Coffee,Logan Circle,4.6,52,$,83,38.91721,-77.02653,+12022340409,cV7hW6djarQRVktRCYps1w
LOG-006,The Coffee Bar,"1201 S St NW, Washington, DC, DC, 20009",Coffee,Logan Circle,4.2,368,$$,83,38.9143154,-77.0282699067459,+12027331049,YItzldHiPfZMpNnT0tBmcg
SHAW-002,Baan Siam,"425 I St NW, Washington, DC, DC, 20001",Bar,Shaw,4.5,696,$$,83,38.90147950746981,-77.01634228634687,+12025885889,iORMLvXAbFbe9xLDlT_C6g
COLH-006,La Tejana,"3211 Mt Pleasant St NW, Washington, DC, DC, 20010",Coffee,Columbia Heights,4.4,170,$$,83,38.9315184,-77.0382124,+12026218509,hChQEUMCoUk-VcJTlHIFkw
HST-006,Jacob's Coffee House,"401 8th St NE, Washington, DC, DC, 20002",Coffee,H Street NE,4.3,280,$,83,38.894962310791,-76.9947509765625,+12025078812,hdihkmYZ3UWJk6-orDJ-hg
HST-007,Pluma By Bluebird Bakery,"391 Morse St NE, Washington, DC, DC, 20002",Coffee,H Street NE,4.3,229,$$,83,38.9079775974755,-77.0003633854441,,pSYCI8MwR-1W7xjAGJDgUQ
CAPH-003,Call Your Mother,"701 8th St SE, Washington, DC, DC, 20003",Coffee,Capitol Hill / Barracks Row,4.3,252,$$,83,38.881123,-76.995282,+12026017655,73AjCQfjOdGQRzQ36duuNg
CAPH-004,Any Day Now,"2 I St SE, Washington, DC, DC, 20003",Coffee,Capitol Hill / Barracks Row,4.3,229,$$,83,38.87955,-77.00859,+17039662620,MYCsbqczPLkIxhKG5FSvkQ
PENN-005,Compass Coffee,"650 F St NW, Washington, DC, DC, 20004",Coffee,Penn Quarter / Chinatown,4.2,320,$$,83,38.89714,-77.02100676404511,+12027465510,9YirmV6UfC5HSFHF-fUIQQ
GTWN-005,Dog Tag Bakery,"3206 Grace St NW, Washington, DC, DC, 20007",Bakery,Georgetown,4.4,361,$,83,38.90383,-77.06317,+12024079609,SF2nnyDG-O1pXqX3UhJSoQ
GTWN-006,Roll Play,"1800 N Lynn St, Arlington, VA, 22209",Coffee,Georgetown,4.2,334,$$,83,38.8969768687478,-77.07139654110463,+15718001881,M9MhHHorL39Gf-Mz7N9oEA
BROOK-001,Cool Coffee,"3901 12th St NE, Washington, DC, DC, 20017",Coffee,Brookland,4.8,31,,83,38.93740867045006,-76.99038404971361,,X10HlZuSDXOQxiQJQyqFIQ
DUP-018,Zorba's Cafe,"1612 20th St NW, Washington, DC, DC, 20009",Coffee,Dupont Circle,3.9,819,$$,82,38.91169,-77.04517,+12023878555,AVihKWsWaQAp0f2DPdXe4Q
DUP-019,Ahra Cafe,"2020 K St NW, Washington, DC, DC, 20006",Coffee,Dupont Circle,4.6,46,$,82,38.90213959927824,-77.04607422686655,+12027752472,7vppRa1skasRFPsp0pkTPA
14TH-006,Rise Bakery,"2409 18th St NW, Washington, DC, DC, 20009",Bakery,14th Street Corridor,4.2,393,$,82,38.92081425118877,-77.04187161322285,+12025255204,NYhn5eKKa73EbMEhG0yKPQ
COLH-007,Youebe Cafe,"3500 14th St NW, Washington, DC, DC, 20010",Coffee,Columbia Heights,4.9,21,,82,38.93487647512639,-77.033013,+12025078148,zVETA8_sJrcBPu0Q1wmUtQ
HST-008,Stable DC,"1324 H St NE, Washington, DC, DC, 20002",Bar,H Street NE,4.7,363,$$,82,38.900399,-76.987348,+12027334604,ZZpshW3sxlMbQrn1bLhM1g
HST-009,Yellow,"417 Morse St NE, Washington, DC, DC, 20002",Coffee,H Street NE,4.3,158,$$,82,38.90745529735653,-76.99934869846697,,l4ukcYAlP-G72ESJvGikLg
HST-010,Toastique,"325 Morse St NE, Washington, DC, DC, 20002",Coffee,H Street NE,4.5,53,,82,38.90819062627444,-77.0013415,+12026294425,eEfpZY4JbG0fiVXMUmGmqg
PENN-006,barmini,"501 9th St NW, Washington, DC, DC, 20004",Bar,Penn Quarter / Chinatown,4.6,545,$$$$,82,38.8962604,-77.0238351,+12023934451,8H9pukTvR5scw_0aSYfS7w
PENN-007,Sharetea,"519 H St NW, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,4.1,281,$,82,38.899973,-77.01967,+12027582570,Ys8jpYQaglJshg70CIjr3Q
PENN-008,La Colombe,"900 6th St NW, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,4.1,322,$$,82,38.901050567627,-77.0201034545898,+12027957909,9YBiqRds8JDE1Ms6NDZa-A
PENN-009,Swings Coffee,"640 14th St NW, Washington, DC, DC, 20005",Coffee,Penn Quarter / Chinatown,4.4,142,$$,82,38.8977603,-77.0320949,+12026520188,NdXX11-J_jWwD7n72LzagQ
GTWN-007,Café Georgetown,"3141 N St NW, Washington, DC, DC, 20007",Wine Bar,Georgetown,4.0,373,$$,82,38.90693280779784,-77.06267278607866,+12027318373,16LSbC8W-lM9ljs88Lti_A
GTWN-008,maman,"1353 Wisconsin Ave NW, Washington, DC, DC, 20007",Coffee,Georgetown,4.1,281,$$,82,38.90806198959202,-77.06343909032744,+12025063372,EwIhDv1vSyYhx2d5tyYjuQ
BROOK-002,The Public Option,"1601 Rhode Island Ave NE, Washington, DC, DC, 20018",Brewery,Brookland,4.7,46,$$,82,38.9260499,-76.98165,+12026363795,p_g-v-XagjMIllWVeJ01ug
BROOK-003,Right Proper Brewing,"920 Girard St NE, Washington, DC, DC, 20017",Brewery,Brookland,4.5,74,$,82,38.926755,-76.993071,+12025265904,xZltYGZOrERhDm5PUnSYhQ
DUP-020,Mazi,"1518 K St NW, Washington, DC, DC, 20005",Wine Bar,Dupont Circle,4.5,415,$$$,81,38.90213,-77.03544,+12029692858,rvAvfiL7kwTp5bR02lHegA
DUP-021,Spark Social House,"2009 14th St NW, Washington, DC, DC, 20009",Bar,Dupont Circle,4.8,16,,81,38.91738,-77.03164,,bvr7_jM4aO_IwxaX62zxUQ
DUP-022,Mikko,"1636 R St NW, Washington, DC, DC, 20009",Cafe,Dupont Circle,4.4,195,$$,81,38.91241,-77.03797,+12025253919,94EgqS3QkCrDUtOGzvIrrA
DUP-023,Tatte Bakery & Cafe,"1634 I St NW, Washington, DC, DC, 20006",Coffee,Dupont Circle,4.3,136,$$,81,38.90124763268285,-77.03886612004283,+12029847077,KUnaHw4uVAarHnM5F06YHQ
DUP-024,Bon Beke's Bakehouse and Grill,"1718 Connecticut Ave NW, Washington, DC, DC, 20009",Coffee,Dupont Circle,4.8,19,,81,38.91320032570702,-77.04596867980577,,fj1Y55mfBznAunIwxxjkWw
DUP-025,Java Cruiser,"Poolesville, MD, 20837",Coffee,Dupont Circle,4.8,18,$$,81,39.1409530639648,-77.4097442626953,+12409948610,yxS0q2JiHOSnGJfq33JMhg
UST-001,Jaliyaa Coffee,"2401 Fourth St NW, Washington, DC, DC, 20059",Coffee,U Street,4.8,17,,81,38.9219493,-77.01793280000001,+12023227013,-v4FjyMVlMTrWrD45a8-og
SHAW-003,DC Central Kitchen,"2121 First St SW, Washington, DC, DC, 20024",Cafe,Shaw,4.7,47,,81,38.86372703086131,-77.0121790000003,+12022340707,-qxUtUNA13feqgQe5MtfCA
ADAM-003,Purple Patch,"3155 Mt Pleasant St NW, Washington, DC, DC, 20010",Bar,Adams Morgan,4.4,1597,$$,81,38.93057,-77.03762,+12022990022,ZgjCUSm-El-zEGdRm769nQ
HST-011,Laos In Town,"250 K St NE, Washington, DC, DC, 20002",Restaurant,H Street NE,4.4,1098,$$,81,38.902842618477194,-77.00229728650758,+12028646687,R-IGoudMDc5VX9MEPTU7ew
HST-012,Sweet Lemon Cafe,"201 Massachusetts Ave NE, Washington, DC, DC, 20002",Cafe,H Street NE,4.7,51,,81,38.894616627940145,-77.0033396446212,,Y-_MVxGTAHke6YGMHE8Jlg
CAPH-005,The Roost,"1401 Pennsylvania Ave SE, Washington, DC, DC, 20003",Coffee,Capitol Hill / Barracks Row,4.2,156,$$,81,38.87980720664,-76.9852322620679,+12026610142,2I83iVac0MptEi7RpoxYQQ
PENN-010,The Capital Grille,"601 Pennsylvania Ave NW, Washington, DC, DC, 20004",Wine Bar,Penn Quarter / Chinatown,4.3,1146,$$$,81,38.89311,-77.020168,+12027376200,Y5VHK5uzYqAPN-UFt6DDUw
PENN-011,The Ministry,"601 New Jersey Ave NW, Washington, DC, DC, 20001",Wine Bar,Penn Quarter / Chinatown,4.3,132,$$,81,38.8978502,-77.011664,+12028133951,dwdOvTaaxjjoaFrx7IeQaw
PENN-012,Tatte Bakery & Cafe,"250 Massachusetts Ave NW, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,4.0,254,$$,81,38.89933,-77.01466,+12027332387,qrTvx18xrMNUR3QUjdraxQ
PENN-013,Good Doughnuts & Cafe - Penn Quarter,"555 Pennsylvania Ave NW, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,4.5,42,,81,38.89288011935635,-77.01889053312149,+12025164797,aIAtL-tHLx1_557CSONXiw
PENN-014,Warka Coffee,"500 New Jersey Ave NW, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,4.9,15,,81,38.8964652,-77.0119596,+14437582038,PXlhq0HAuIRs3BIbJEx7Jw
GTWN-009,il Canale,"1065 31st St, Washington, DC, DC, 20007",Wine Bar,Georgetown,4.3,5139,$$,81,38.904493,-77.0609744,+12023374444,9X0F8gl4mPSSFHkxSB2lXA
GTWN-010,Boulangerie Christophe,"1422 Wisconsin Ave NW, Washington, DC, DC, 20007",Bakery,Georgetown,4.0,545,$$,81,38.9082999,-77.06399,+12024506344,M6CCTsxdJ330872oM_QJSw
GTWN-011,Meow Maison,"1336 Wisconsin Ave NW, Washington, DC, DC, 20007",Coffee,Georgetown,5.0,12,,81,38.90759047607933,-77.06356939999999,+12022407096,8AQhe3hti77L2KeWLSZyLQ
GTWN-012,Cafe Sushi Garden,"1560 Wilson Blvd, Arlington, VA, 22209",Cafe,Georgetown,4.9,24,,81,38.89387006834369,-77.07645866610818,+15712577857,uiZoxSwUIhNsOWBkDjD9Hw
GTWN-013,Spot of Tea - Georgetown,"3210 Grace St NW, Washington, DC, DC, 20007",Coffee,Georgetown,4.6,31,,81,38.9038,-77.06351,+18332649009,1AH7TzneDfFJmCLlmzcQnQ
NOMA-001,Lost Generation Brewing,"327 S St NE, Washington, DC, DC, 20002",Brewery,NoMa / Union Market,4.6,49,$$,81,38.91392100357749,-77.00090206282734,+12026218525,xZmGWKN0AxBHBxMnoOF3CQ
DUP-026,Barcelona Wine Bar,"1622 14th St NW, Washington, DC, DC, 20005",Wine Bar,Dupont Circle,4.2,2379,$$,80,38.912112566624955,-77.03215627334023,+12025885500,Ygce6oUeuww37_loxq264g
DUP-027,JoJo Restaurant and Bar,"1518 U St NW, Washington, DC, DC, 20009",Wine Bar,Dupont Circle,4.2,942,$$$,80,38.91685,-77.03539,+12023199350,CWb1DRN9WAFGE-jzwQtJTA
DUP-028,Slipstream,"1333 14th St NW, Washington, DC, DC, 20005",Bar,Dupont Circle,3.8,621,$$,80,38.90987957664383,-77.03157736231253,+12024502216,UFjbGG5nINRK91IIWZ_Ceg
DUP-029,Au Lait Cafe,"1608 17th St NW, Washington, DC, DC, 20009",Cafe,Dupont Circle,4.7,34,,80,38.91148,-77.038747,+12028887439,UXoNHhBlRugb-Jq6CuNDeA
DUP-030,Honey Tree Deli,"1250 24th St NW, Washington, DC, DC, 20037",Coffee,Dupont Circle,4.9,9,$,80,38.9065170288086,-77.0519180297852,+17036597938,Zk_1iwh2zTZ-5T84oC7nJg
DUP-031,Gregorys Coffee,"1101 Connecticut Ave NW, Washington, DC, DC, 20036",Coffee,Dupont Circle,4.1,146,$$,80,38.904301990277055,-77.03993346781644,+18772155327,GGS_xDYWevPyMpm9IpKmrg
DUP-032,La Colombe,"1710 I St NW, Washington, DC, DC, 20006",Coffee,Dupont Circle,4.3,109,$,80,38.90119027315654,-77.04015745482744,+12028466823,xm5UxeazN3CwQiN8zaq14A
DUP-033,Bluestone Lane - Logan Circle Café,"1367 R St NW, Washington, DC, DC, 20009",Coffee,Dupont Circle,4.2,121,$$,80,38.9125855295955,-77.0311773,+17183746858,SWaWOdCXKeeiEleMGz5NHw
LOG-007,The Capital Burger,"1005 7th St NW, Washington, DC, DC, 20001",Bar,Logan Circle,4.3,1116,$$,80,38.90331,-77.021605,+12026380414,bCQEdpKSY563iAzq7cMcGA
14TH-007,Lapis,"1847 Columbia Rd NW, Washington, DC, DC, 20009",Bar,14th Street Corridor,4.3,1155,$$,80,38.9213,-77.04392,+12022999630,xeOXTasySvPyKTZC6-BxFQ
COLH-008,Taqueria Habanero,"3710 14th St NW, Washington, DC, DC, 20010",Bar,Columbia Heights,4.3,1106,$$,80,38.93755,-77.03309,+12027227700,094fHChJkrJqztSFCn3ezA
COLH-009,Ellē,"3221 Mt Pleasant St NW, Washington, DC, DC, 20010",Bar,Columbia Heights,4.0,392,$$,80,38.93173,-77.03816,+12026520040,vmfDN21Jck3Myny3W8t99g
HST-013,Tiki Garden Thai Street Food,"1252 H St NE, Washington, DC, DC, 20002",Bar,H Street NE,4.8,146,$$,80,38.90041,-76.9885,+12022902145,1LStxbGM8KAJxm1ezHPuHg
HST-014,Henceforth,"1335 H St NE, Washington, DC, DC, 20002",Brewery,H Street NE,4.6,29,,80,38.90009154580713,-76.9870655,,DJlgrZ9iavgHoEhch2XBdg
HST-015,Lost Sock Roasters,"1100 4th St NE, Washington, DC, DC, 20002",Coffee,H Street NE,4.5,33,,80,38.9038828386594,-77.00080977277341,,Jcl6daKpPlKrVstejkLsEw
HST-016,Olivia Macaron,"405 Morse St NE, Washington, DC, DC, 20002",Coffee,H Street NE,3.9,522,$$,80,38.90763320754142,-76.99978727351687,+12029651000,qP8rYYnA1eIqmy6x7IHNFg
HST-017,Red Bear Brewing,"209 M St NE, Washington, DC, DC, 20002",Brewery,H Street NE,4.0,283,$$,80,38.90544,-77.00247,+12028496130,5lSmJIgwAhWJMNW5H_DXmg
CAPH-006,Compliments Only - Washington,"526 8th St SE, Washington, DC, DC, 20003",Coffee,Capitol Hill / Barracks Row,4.7,19,,80,38.88175654339069,-76.99464634535711,+12026218645,xtB9ECLglKc8pN5Sv9C7xw
CAPH-007,DC-Donuts,"225 7th St SE, Washington, DC, DC, 20003",Coffee,Capitol Hill / Barracks Row,4.4,85,$,80,38.88642,-76.99647,,6johS-EZa1gx2W0uWpy3Tg
PENN-015,maman,"750 9th St NW, Washington, DC, DC, 20036",Coffee,Penn Quarter / Chinatown,4.1,178,$$,80,38.89942720315017,-77.02447724974593,+12025164666,IbClzKopEMRfGx9NQCV4cw
PENN-016,Tipsy Scoop,"675 I St NW, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,4.3,90,$$,80,38.90104746029177,-77.02144683078389,+12025164182,WLbeL0t658oEoEaFo8njVw
PENN-017,Timgad Cafe,"1300 Pennsylvania Ave NW, Washington, DC, DC, 20004",Coffee,Penn Quarter / Chinatown,4.1,154,$,80,38.89360349731878,-77.02926874631972,+12022896444,hmfmuG-mWullRxxEKJq1bw
GTWN-014,Filomena Ristorante,"1063 Wisconsin Ave NW, Washington, DC, DC, 20007",Wine Bar,Georgetown,4.2,3788,$$$,80,38.90440452447182,-77.06246250425131,+12023388800,U0tfep9yNBASTe2zAG6cPw
GTWN-015,L.A. Burdick Handmade Chocolates,"1319 Wisconsin Ave NW, Washington, DC, DC, 20007",Coffee,Georgetown,4.3,105,,80,38.90718,-77.06305,+12026183338,jNmiJp6Ci4mo37OMnU5WuA
GTWN-016,Compass Coffee,"1351 Wisconsin Ave NW, Washington, DC, DC, 20007",Coffee,Georgetown,4.2,129,$$,80,38.9079272113141,-77.0635198205313,+12028383193,HrOMrZeCGfClP-gSepo2-g
