ID,Name,Address,Category,Neighborhood,Rating,Reviews,Price,Score,Lat,Lng,Phone,YelpID
PENN-003,Teaism Penn Quarter,"400 8th St NW, Washington, DC, DC, 20004",Cafe,Penn Quarter / Chinatown,3.7,911,$$,91,38.8949788631939,-77.0232885337296,+12026386010,0tRQjjT4WfbWJd91to0Peg
PENN-004,Dolcezza,"904 Palmer Aly Nw, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,4.2,617,$$,91,38.900264,-77.024192,+12027332879,a_rDOhA5ySU5xaf8MbY0JA
DUP-013,Tatte Bakery & Cafe,"1301 Connecticut Ave NW, Washington, DC, DC, 20036",Coffee,Dupont Circle,4.1,459,$$,90,38.90761,-77.04192,+12026291534,s6YlBaSVQ0MIsS6bndRS9g
DUP-014,Bread & Chocolate,"2301 M St NW, Washington, DC, DC, 20037",Coffee,Dupont Circle,3.3,418,$$,90,38.90566,-77.05045,+12028338360,7iAXks1AppAh164h6nseSQ
LOG-003,Compass Coffee,"1535 7th St NW, Washington, DC, DC, 20001",Coffee,Logan Circle,4.2,444,$,90,38.9105988,-77.0215683,+12022517402,4Ry2kj5nVqAsxuFSQx-_GA
14TH-002,The Royal,"501 Florida Ave NW, Washington, DC, DC, 20001",Bar,14th Street Corridor,4.2,429,$$,90,38.9150428771973,-77.0185775756836,+12023327777,UKAagcQSoG8aH0JP8nHcOg
SHAW-001,Big Bear Cafe,"1700 1st St NW, Washington, DC, DC, 20001",Cafe,Shaw,3.4,773,$$,90,38.912676,-77.01225,+12026439222,n8xV9LQi1MxVqbqP5g3nEA
ADAM-001,Rajaji Fine Indian Cuisine,"2603 Connecticut Ave NW, Washington, DC, DC, 20008",Coffee,Adams Morgan,3.8,418,$$,90,38.92394,-77.05127,+12022657344,GOXbp_Vh9ZDsbvG6e3M8Lw
PENN-005,Tatte Bakery and Cafe,"1090 I St NW, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,4.2,433,$$,90,38.9006499,-77.0267439,+12029847540,6AOuv4-W8gke8jjqro8eeQ
GTWN-002,Call Your Mother Deli - Georgetown,"3428 O St NW, Washington, DC, DC, 20007",Coffee,Georgetown,4.4,429,$$,90,38.9076174,-77.068837,+12028916316,sXFBW4wWKmAraO4O_Z6nWg
DUP-015,Three Fifty Bakery and Coffee Bar,"1641 R St NW, Washington, DC, DC, 20009",Coffee,Dupont Circle,4.5,367,$$,89,38.91275337449321,-77.0382126,+12026291022,Ne6zAVweeVO8Wl9oFDqKSA
DUP-016,DUA DC Coffee,"923 15th St NW, Washington, DC, DC, 20005",Coffee,Dupont Circle,4.6,383,$$,89,38.90191,-77.03328,+12023474404,4-toMvtZ8lUd26BAKRLi4Q
LOG-004,The Coffee Bar,"1201 S St NW, Washington, DC, DC, 20009",Coffee,Logan Circle,4.2,368,$$,89,38.9143154,-77.0282699067459,+12027331049,YItzldHiPfZMpNnT0tBmcg
NAVY-001,Mitsitam Cafe,"4th St & Independence Ave SW, Washington, DC, DC, 20560",Cafe,Navy Yard / The Wharf,3.5,558,$$,89,38.88829950080687,-77.0173033623264,+12026331000,aVz4a0cG8liFp4h4Ijlgpg
PENN-006,Café du Parc,"1401 Pennsylvania Ave NW, Washington, DC, DC, 20004",Cafe,Penn Quarter / Chinatown,3.5,533,$$,89,38.896399178255265,-77.03237802331292,+12029427000,uPmJB-jwTcHsBnd6lZktFw
GTWN-003,Café Georgetown,"3141 N St NW, Washington, DC, DC, 20007",Wine Bar,Georgetown,4.0,373,$$,89,38.90693280779784,-77.06267278607866,+12027318373,16LSbC8W-lM9ljs88Lti_A
GTWN-004,Yellow The Cafe,"1524 Wisconsin Ave NW, Washington, DC, DC, 20007",Bakery,Georgetown,4.5,526,$$,89,38.909471,-77.064615,,vI1hA_38t6M8kvMAcbtxZQ
GTWN-005,Boulangerie Christophe,"1422 Wisconsin Ave NW, Washington, DC, DC, 20007",Bakery,Georgetown,4.0,545,$$,89,38.9082999,-77.06399,+12024506344,M6CCTsxdJ330872oM_QJSw
GTWN-006,Roll Play,"1800 N Lynn St, Arlington, VA, 22209",Coffee,Georgetown,4.2,334,$$,89,38.8969768687478,-77.07139654110463,+15718001881,M9MhHHorL39Gf-Mz7N9oEA
GTWN-007,Patisserie Poupon,"1645 Wisconsin Ave NW, Washington, DC, DC, 20007",Coffee,Georgetown,3.8,391,$$,89,38.9116325378418,-77.0652236938477,+12023423248,_6zoYrrpu0kYSBCia1EfYg
DUP-017,Mercy Me,"1143 New Hampshire Ave NW, Washington, DC, DC, 20037",Bar,Dupont Circle,3.9,462,$$$,88,38.904794,-77.047581,+12028287762,FXdIxIb0dXRnltRW10il_Q
DUP-018,Call Your Mother Deli - West End,"1143 New Hampshire Ave NW, Washington, DC, DC, 20037",Coffee,Dupont Circle,4.4,323,$$,88,38.90503489949321,-77.04746294334602,+12027730871,7iarOI_KWOJI4ajix30WuQ
DUP-019,Krispy Kreme,"1350 Connecticut Ave NW, Washington, DC, DC, 20036",Coffee,Dupont Circle,3.5,287,$,88,38.908667,-77.043209,+12024630414,pAPVXcKWXpfvju9egrxW-Q
HST-005,Jacob's Coffee House,"401 8th St NE, Washington, DC, DC, 20002",Coffee,H Street NE,4.3,280,$,88,38.894962310791,-76.9947509765625,+12025078812,hdihkmYZ3UWJk6-orDJ-hg
CAPH-003,Lot 38 Espresso Bar,"1001 2nd St SE, Washington, DC, DC, 20003",Coffee,Capitol Hill / Barracks Row,4.5,320,$,88,38.8776829823059,-77.0036673545837,+12027580677,Xim_ZO4YjoFb2_3VLsyBcQ
PENN-007,Compass Coffee,"650 F St NW, Washington, DC, DC, 20004",Coffee,Penn Quarter / Chinatown,4.2,320,$$,88,38.89714,-77.02100676404511,+12027465510,9YirmV6UfC5HSFHF-fUIQQ
PENN-008,Sharetea,"519 H St NW, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,4.1,281,$,88,38.899973,-77.01967,+12027582570,Ys8jpYQaglJshg70CIjr3Q
PENN-009,La Colombe,"900 6th St NW, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,4.1,322,$$,88,38.901050567627,-77.0201034545898,+12027957909,9YBiqRds8JDE1Ms6NDZa-A
GTWN-008,maman,"1353 Wisconsin Ave NW, Washington, DC, DC, 20007",Coffee,Georgetown,4.1,281,$$,88,38.90806198959202,-77.06343909032744,+12025063372,EwIhDv1vSyYhx2d5tyYjuQ
GTWN-009,Blue Bottle Coffee - Georgetown,"1046 Potomac St NW, Washington, DC, DC, 20007",Coffee,Georgetown,3.9,306,$$,88,38.90442169288419,-77.06537703382885,+15106533394,rWrGFz1nZbFLJEMFOHahsA
DUP-020,Barcelona Wine Bar,"1622 14th St NW, Washington, DC, DC, 20005",Wine Bar,Dupont Circle,4.2,2379,$$,87,38.912112566624955,-77.03215627334023,+12025885500,Ygce6oUeuww37_loxq264g
DUP-021,City Place Cafe,"1101 17th St NW, Washington, DC, DC, 20036",Coffee,Dupont Circle,4.4,258,$,87,38.90406,-77.03813,+12024664665,pHYTx7hrufsr7pDD_-E5Og
DUP-022,Jolt 'N Bolt Coffee & Tea House,"1918 18th St NW, Washington, DC, DC, 20009",Coffee,Dupont Circle,3.3,225,$,87,38.91616,-77.04183,,JiYBHEKElHmZsfottDnZUA
14TH-003,Rise Bakery,"2409 18th St NW, Washington, DC, DC, 20009",Bakery,14th Street Corridor,4.2,393,$,87,38.92081425118877,-77.04187161322285,+12025255204,NYhn5eKKa73EbMEhG0yKPQ
ADAM-002,Dos Gringos Cafe,"3116 Mt Pleasant St NW, Washington, DC, DC, 20010",Coffee,Adams Morgan,3.4,224,$,87,38.92941,-77.03793,+12024621159,cbAXPV2UkO60F48G9YLB-A
COLH-003,Ellē,"3221 Mt Pleasant St NW, Washington, DC, DC, 20010",Bar,Columbia Heights,4.0,392,$$,87,38.93173,-77.03816,+12026520040,vmfDN21Jck3Myny3W8t99g
COLH-004,Doubles,"3118 Georgia Ave NW, Washington, DC, DC, 20010",Bar,Columbia Heights,4.5,220,$,87,38.9296029509668,-77.0235609626942,+12027227202,0vZNEMGn9f9PXd9nhNRlbA
COLH-005,Le Caprice DC,"3456 14th St NW, Washington, DC, DC, 20010",Bakery,Columbia Heights,3.5,352,$,87,38.9328151,-77.032744,+12022903109,7l03_QI6dDUjTGzBzQ0sCw
HST-006,Songbyrd Record Cafe,"540 Penn St NE, Washington, DC, DC, 20009",Coffee,H Street NE,3.8,230,$$,87,38.91022,-76.99647,+12024502917,2QWLzwW0kxT98nFkHbSgVw
HST-007,Pluma By Bluebird Bakery,"391 Morse St NE, Washington, DC, DC, 20002",Coffee,H Street NE,4.3,229,$$,87,38.9079775974755,-77.0003633854441,,pSYCI8MwR-1W7xjAGJDgUQ
HST-008,Red Bear Brewing,"209 M St NE, Washington, DC, DC, 20002",Brewery,H Street NE,4.0,283,$$,87,38.90544,-77.00247,+12028496130,5lSmJIgwAhWJMNW5H_DXmg
CAPH-004,Call Your Mother,"701 8th St SE, Washington, DC, DC, 20003",Coffee,Capitol Hill / Barracks Row,4.3,252,$$,87,38.881123,-76.995282,+12026017655,73AjCQfjOdGQRzQ36duuNg
CAPH-005,Any Day Now,"2 I St SE, Washington, DC, DC, 20003",Coffee,Capitol Hill / Barracks Row,4.3,229,$$,87,38.87955,-77.00859,+17039662620,MYCsbqczPLkIxhKG5FSvkQ
CAPH-006,Le Bon Cafe,"210 2nd St SE, Washington, DC, DC, 20003",Coffee,Capitol Hill / Barracks Row,3.7,247,$$,87,38.8872604,-77.0033569,+12025477200,lDjyLBUx2-zc6ioCiay4EQ
CAPH-007,Corner Bakery Cafe,"500 N Capitol St NW, Washington, DC, DC, 20001",Coffee,Capitol Hill / Barracks Row,2.9,230,$$,87,38.89655775670364,-77.00949808931742,+12027880866,EQWAXG2pDvueNohw6DNlUg
PENN-010,L'Ardente,"200 Massachusetts Ave NW, Washington, DC, DC, 20001",Wine Bar,Penn Quarter / Chinatown,4.5,1530,$$$,87,38.89891904977066,-77.01407410000002,+12024480450,no3EVuDJlxO52sPUOFPVTg
PENN-011,Tatte Bakery & Cafe,"250 Massachusetts Ave NW, Washington, DC, DC, 20001",Coffee,Penn Quarter / Chinatown,4.0,254,$$,87,38.89933,-77.01466,+12027332387,qrTvx18xrMNUR3QUjdraxQ
PENN-012,Sweet Home Cafe,"1400 Constitution Ave NW, Washington, DC, DC, 20560",Cafe,Penn Quarter / Chinatown,3.5,357,$$,87,38.891244,-77.03237,+12026334751,P6sqPkaNNdZsH23v2u_Usw
GTWN-010,il Canale,"1065 31st St, Washington, DC, DC, 20007",Wine Bar,Georgetown,4.3,5139,$$,87,38.904493,-77.0609744,+12023374444,9X0F8gl4mPSSFHkxSB2lXA
GTWN-011,Filomena Ristorante,"1063 Wisconsin Ave NW, Washington, DC, DC, 20007",Wine Bar,Georgetown,4.2,3788,$$$,87,38.90440452447182,-77.06246250425131,+12023388800,U0tfep9yNBASTe2zAG6cPw
GTWN-012,Dog Tag Bakery,"3206 Grace St NW, Washington, DC, DC, 20007",Bakery,Georgetown,4.4,361,$,87,38.90383,-77.06317,+12024079609,SF2nnyDG-O1pXqX3UhJSoQ
GTWN-013,Crumbs & Whiskers - Kitten & Cat Cafe,"3109 M St NW, Washington, DC, DC, 20007",Coffee,Georgetown,4.6,244,,87,38.905315280565354,-77.0615058,+12023332814,G62_iggmugDRXJf_i25Hhw
DUP-023,Pisco y Nazca Ceviche Gastrobar,"1823 L St NW, Washington, DC, DC, 20036",Bar,Dupont Circle,4.6,2863,$$,86,38.90398223,-77.0426388,+12025593726,VlDWu_ftKpLmWoC0x7x1dA
DUP-024,Mission - Dupont Circle,"1606 20th St NW, Washington, DC, DC, 20009",Bar,Dupont Circle,4.0,1451,$$,86,38.91149,-77.04519,+12025252010,LaDz_zmEQSQGyLvwgHSezw
DUP-025,"Hank’s Oyster Bar, Dupont Circle","1624 Q St NW, Washington, DC, DC, 20009",Bar,Dupont Circle,3.9,1542,$$,86,38.91094,-77.03812,+12024624265,Iq1BwdGAOIVF8ki7Bh0Jug
DUP-026,Blue Duck Tavern,"1201 24th St NW, Washington, DC, DC, 20037",Bar,Dupont Circle,4.1,2770,$$$,86,38.9055917636612,-77.0511932944776,+12027891234,zeTqaVpvssznHt_1IxChXQ
DUP-027,JINYA Ramen Bar - Logan Circle,"1336 14th St NW, Washington, DC, DC, 20005",Bar,Dupont Circle,4.1,1398,$$,86,38.908489,-77.032276,+12025888560,ys7FRI3OL7IvyTGZ9Y3EQQ
DUP-028,Lupo Verde,"1401 T St NW, Washington, DC, DC, 20009",Wine Bar,Dupont Circle,3.8,1025,$$,86,38.91571,-77.03223,+12028274752,3Zu6NdKTR9fLfeldVwkWCw
DUP-029,Nino's Bakery,"1310 L St NW, Washington, DC, DC, 20005",Coffee,Dupont Circle,4.8,204,$$,86,38.903555,-77.030344,+12024399617,AlBPgkqSu5VNYgccV0oBdg
DUP-030,Java House,"1645 Q St NW, Washington, DC, DC, 20009",Coffee,Dupont Circle,3.0,194,$,86,38.9112378,-77.038195,+12023876622,HOfa0j1SSZflK-tlps7gXA
LOG-005,Chaplin's,"1501 9th St NW, Washington, DC, DC, 20001",Bar,Logan Circle,4.0,1468,$$,86,38.909798,-77.023651,+12026448806,6dzlGp9EtHAIHHB8oVyGhw
ADAM-003,Purple Patch,"3155 Mt Pleasant St NW, Washington, DC, DC, 20010",Bar,Adams Morgan,4.4,1597,$$,86,38.93057,-77.03762,+12022990022,ZgjCUSm-El-zEGdRm769nQ
ADAM-004,Mount Desert Island Ice Cream,"3110 Mt Pleasant St NW, Washington, DC, DC, 20010",Coffee,Adams Morgan,4.6,200,$$,86,38.9291879,-77.0377248,+12408047038,D8MPRmp2oAOZiAs8OWevBg
HST-009,Toki Underground,"1234 H St NE, Washington, DC, DC, 20002",Bar,H Street NE,4.1,2605,$$,86,38.90041,-76.98903,+12023883086,HQ404fe3ndkAprE00uxWLA
HST-010,Milk & Honey Express,"1116 H St NE, Washington, DC, DC, 20002",Cafe,H Street NE,4.0,319,$$,86,38.9003623,-76.99083499999999,+12023881815,jWhCkGX4FrkUCn_W9KV__g
HST-011,Laos In Town,"250 K St NE, Washington, DC, DC, 20002",Restaurant,H Street NE,4.4,1098,$$,86,38.902842618477194,-77.00229728650758,+12028646687,R-IGoudMDc5VX9MEPTU7ew
HST-012,Spot of Tea - Union Market,"1309 5th St NE, Washington, DC, DC, 20002",Coffee,H Street NE,4.6,180,$$,86,38.908598,-76.997378,+18333221754,5FsYqbLJOj-7T110pLiECg
CAPH-008,Osteria Morini,"301 Water St SE, Washington, DC, DC, 20003",Wine Bar,Capitol Hill / Barracks Row,4.1,1033,$$$,86,38.8732811503001,-77.0013823336199,+12024840660,mg7MWqAqmEvZttxxnTHBmQ
PENN-013,The Smith,"901 F St NW, Washington, DC, DC, 20004",Bar,Penn Quarter / Chinatown,3.9,1718,$$,86,38.89756872489442,-77.02435211534113,+12028684900,axeT144_-6Z4Hui-lDbAUQ
PENN-014,The Capital Grille,"601 Pennsylvania Ave NW, Washington, DC, DC, 20004",Wine Bar,Penn Quarter / Chinatown,4.3,1146,$$$,86,38.89311,-77.020168,+12027376200,Y5VHK5uzYqAPN-UFt6DDUw
PENN-015,maman,"750 9th St NW, Washington, DC, DC, 20036",Coffee,Penn Quarter / Chinatown,4.1,178,$$,86,38.89942720315017,-77.02447724974593,+12025164666,IbClzKopEMRfGx9NQCV4cw
PENN-016,Corner Bakery Cafe,"529 14th St NW, Washington, DC, DC, 20045",Cafe,Penn Quarter / Chinatown,2.8,304,$,86,38.89711781,-77.03156808,+12026627400,UfZamgswmLPb-LCuTl9POQ
GTWN-014,Flavio Restaurant,"1073 31st St NW, Washington, DC, DC, 20007",Wine Bar,Georgetown,4.0,1161,$$,86,38.9046096801758,-77.0608749389648,+12029656666,E3Qj0AHTtnbRvyVojXO7IQ
DUP-031,Floriana,"1602 17th St NW, Washington, DC, DC, 20009",Wine Bar,Dupont Circle,4.1,967,$$,85,38.91133287092,-77.0386550000805,+12026675937,xH-lzsOv7ZlapoPfOlWL6w
DUP-032,JoJo Restaurant and Bar,"1518 U St NW, Washington, DC, DC, 20009",Wine Bar,Dupont Circle,4.2,942,$$$,85,38.91685,-77.03539,+12023199350,CWb1DRN9WAFGE-jzwQtJTA
DUP-033,Uptowner Cafe,"2400 M St NW, Washington, DC, DC, 20037",Coffee,Dupont Circle,3.9,163,$,85,38.90481228567647,-77.05166300674593,+12027750520,D9zhHpIfTmIwDLYk0CIEdg
DUP-034,Filter Coffeehouse Foggy Bottom,"1916 I St NW, Washington, DC, DC, 20006",Coffee,Dupont Circle,4.1,141,$$,85,38.9011876054021,-77.0442822416078,+12022230100,cPahoI6zjwr5eEWICysSDg
DUP-035,For Five Coffee Roasters,"2000 L St NW, Washington, DC, DC, 20036",Coffee,Dupont Circle,3.6,156,$$,85,38.9034384,-77.0457423,+12029200101,YoWII9X6jRGv9_Gvo5GImQ
DUP-036,Gregorys Coffee,"1101 Connecticut Ave NW, Washington, DC, DC, 20036",Coffee,Dupont Circle,4.1,146,$$,85,38.904301990277055,-77.03993346781644,+18772155327,GGS_xDYWevPyMpm9IpKmrg
DUP-037,Gong Cha,"1399 New York Ave NW, Washington, DC, DC, 20005",Coffee,Dupont Circle,4.1,139,,85,38.8998745351112,-77.0316030666667,,MdXic7dyb9_WuX21kslc3g
LOG-006,The Capital Burger,"1005 7th St NW, Washington, DC, DC, 20001",Bar,Logan Circle,4.3,1116,$$,85,38.90331,-77.021605,+12026380414,bCQEdpKSY563iAzq7cMcGA
LOG-007,Family Ethiopian Resturant,"1414 9th St NW, Washington, DC, DC, 20001",Bar,Logan Circle,4.6,167,$$,85,38.909153,-77.024216,+12026292950,2Q5T6SFM7thhr_W7VbKnAw
14TH-004,Lapis,"1847 Columbia Rd NW, Washington, DC, DC, 20009",Bar,14th Street Corridor,4.3,1155,$$,85,38.9213,-77.04392,+12022999630,xeOXTasySvPyKTZC6-BxFQ
14TH-005,Soleluna,"1789 Columbia Rd NW, Washington, DC, DC, 20009",Coffee,14th Street Corridor,4.6,158,,85,38.923114551740255,-77.0423368,,_WxNQeKwlFKTpQ93k8gLnQ
SHAW-002,The Red Hen,"1822 1st St NW, Washington, DC, DC, 20001",Bar,Shaw,4.2,1139,$$$,85,38.91502,-77.01239,+12025253021,NBg86yfipIHN3PBJUVcoaA
COLH-006,Taqueria Habanero,"3710 14th St NW, Washington, DC, DC, 20010",Bar,Columbia Heights,4.3,1106,$$,85,38.93755,-77.03309,+12027227700,094fHChJkrJqztSFCn3ezA
COLH-007,La Tejana,"3211 Mt Pleasant St NW, Washington, DC, DC, 20010",Coffee,Columbia Heights,4.4,170,$$,85,38.9315184,-77.0382124,+12026218509,hChQEUMCoUk-VcJTlHIFkw
PETW-002,Büna Coffeehouse,"4400 Georgia Ave NW, Washington, DC, DC, 20011",Coffee,Petworth,4.7,172,$$,85,38.9441184997559,-77.0264511108398,+12028822223,YUHzh9yvtsrhdDYAfQavHA
HST-013,Yellow,"417 Morse St NE, Washington, DC, DC, 20002",Coffee,H Street NE,4.3,158,$$,85,38.90745529735653,-76.99934869846697,,l4ukcYAlP-G72ESJvGikLg
HST-014,maman,"1300 4th St NE, Washington, DC, DC, 20002",Coffee,H Street NE,4.0,153,,85,38.90928613650869,-76.99926470183505,+12024645033,aJOh6r-enfn7bAVAwdtXVw
CAPH-009,Agua 301,"301 Water St SE, Washington, DC, DC, 20003",Bar,Capitol Hill / Barracks Row,3.4,1078,$$,85,38.873345792214614,-77.00168714457095,+12024840301,6hbEIUuqBSXv4RrqStgWTQ
CAPH-010,The Roost,"1401 Pennsylvania Ave SE, Washington, DC, DC, 20003",Coffee,Capitol Hill / Barracks Row,4.2,156,$$,85,38.87980720664,-76.9852322620679,+12026610142,2I83iVac0MptEi7RpoxYQQ
PENN-017,Gregorys Coffee,"443 7th St NW, Washington D.c, DC, 20004",Coffee,Penn Quarter / Chinatown,3.8,154,$$,85,38.8959499,-77.02177979999999,+18772202286,scocIBRq5UGTVBYpU3bQTw
PENN-018,Swings Coffee,"640 14th St NW, Washington, DC, DC, 20005",Coffee,Penn Quarter / Chinatown,4.4,142,$$,85,38.8977603,-77.0320949,+12026520188,NdXX11-J_jWwD7n72LzagQ
PENN-019,Timgad Cafe,"1300 Pennsylvania Ave NW, Washington, DC, DC, 20004",Coffee,Penn Quarter / Chinatown,4.1,154,$,85,38.89360349731878,-77.02926874631972,+12022896444,hmfmuG-mWullRxxEKJq1bw
GTWN-015,Bourbon Steak,"2800 Pennsylvania Ave NW, Washington, DC, DC, 20007",Bar,Georgetown,4.0,965,$$$$,85,38.904477563605,-77.0578108098564,+12029442026,-ZDHvLrJPiDqkL8iD01V1A
GTWN-016,Compass Coffee,"1201 Wilson Blvd, Arlington, VA, 22209",Coffee,Georgetown,4.0,148,$$,85,38.89531,-77.071371,,Xd1lqD6DW1Ths3PiDZOoyg
GLOV-001,Open City At the National Cathedral,"3101 Wisconsin Ave NW, Washington, DC, DC, 20015",Coffee,Glover Park / Cathedral,3.8,165,$$,85,38.92981115096891,-77.07135502599509,+12029657670,eSymgsBHmJ4Pr37iUhzcQQ
DUP-038,Swingers Crazy Golf,"1330 19th St NW, Washington, DC, DC, 20036",Bar,Dupont Circle,4.6,913,$$,84,38.90871482301441,-77.04405149120134,+12029681080,K_GCqAHAuIrv4egknfXPgA
DUP-039,Taberna del Alabardero,"1776 I St NW, Washington, DC, DC, 20006",Wine Bar,Dupont Circle,3.8,666,$$$,84,38.90097970141569,-77.04142383154115,+12024292200,qvVZpFsQULU1R97rNKbPtA
DUP-040,Jack Rose Dining Saloon,"2007 18th St NW, Washington, DC, DC, 20009",Bar,Dupont Circle,3.8,868,$$$,84,38.91739,-77.0413,+12025887388,VX3yTxNj9hjur58ZFdj0jA
